Farm_ID,Crop,Soil_Type,Season,Irrigation_Type,Nitrogen,Phosphorus,Potassium,Soil_pH,Temperature_C,Humidity_%,Rainfall_mm,Soil_Moisture_%,Farm_Area_ha,Water_Availability_L,Water_Requirement_mm,Yield_ton_per_ha,Water_Efficiency
193,Sugarcane,Black,Zaid,Furrow,157,54,67,7.25,22.35,72.87,1117.35,60.93,56.49,420896575.56,2011.06,62.67,0.03116
194,Cotton,Loamy,Kharif,Furrow,101,29,53,7.99,21.22,61.73,875.5,59.8,7.03,28321193.08,949.65,3.13,0.0033
195,Groundnut,Laterite,Kharif,Sprinkler,42,25,43,5.63,23.95,50.1,505.84,40.03,4.14,56569493.34,606.95,2.52,0.00415
196,Sugarcane,Clay,Kharif,Drip,98,77,68,7.64,23.24,77.21,1548.25,88.52,7.58,32608889.86,1447.08,69.79,0.04823
197,Cotton,Loamy,Kharif,Drip,107,34,70,6.57,33.41,69.58,746.42,58.19,2.14,27367058.74,1062.13,3.53,0.00332
198,Wheat,Alluvial,Rabi,Flood,81,61,67,6.34,23.98,57.14,134.5,46.81,2.56,22290076.71,497.77,5.33,0.01071
199,Wheat,Clay,Rabi,Furrow,93,52,58,6.64,16.97,46.28,214.59,35.95,61.74,378968109.5,645.77,5.79,0.00897
200,Cotton,Alluvial,Kharif,Furrow,74,54,77,7.26,32.85,74.79,710.08,59.42,9.28,88794046.29,844.26,1.8,0.00213
201,Cotton,Alluvial,Kharif,Furrow,104,34,46,6.67,26.52,52.38,745.81,59.17,5.83,59340789.85,904.95,2.78,0.00307
202,Tomato,Red,Rabi,Sprinkler,67,51,65,6.37,24.01,64.16,527.13,57.37,86.83,849503976.9,440.27,44.63,0.10137
203,Sugarcane,Loamy,Zaid,Flood,142,56,64,7.21,25.57,80.33,1553.78,71.44,24.93,72343555.25,2220.35,65.13,0.02933
204,Tomato,Alluvial,Zaid,Furrow,107,70,83,6.3,22.65,74.37,483.82,49.05,1.87,27395367.76,525.35,43.45,0.08271
205,Wheat,Clay,Rabi,Furrow,75,59,35,7.29,13.4,55.1,248.17,30.36,8.11,61873355.26,495.16,3.05,0.00616
206,Wheat,Loamy,Rabi,Furrow,105,60,62,6.2,15.9,66.79,50.54,38.96,2.87,13687141.5,499.65,4.37,0.00875
207,Wheat,Clay,Rabi,Drip,103,33,53,6.14,22.67,45.25,202.96,40.82,2.03,5910751.37,610.27,3.27,0.00536
208,Rice,Loamy,Kharif,Drip,124,54,65,5.61,32.82,89.94,1469.68,80.95,6.6,24793065.12,1766.6,3.7,0.00209
209,Rice,Clay,Kharif,Drip,84,56,69,6.08,30.75,91.03,1591.0,64.85,14.4,99850557.82,1616.68,4.73,0.00293
210,Groundnut,Red,Kharif,Rainfed,48,28,41,5.73,23.17,52.58,573.23,40.54,5.48,40100874.85,636.05,2.76,0.00434
211,Cotton,Alluvial,Kharif,Furrow,100,28,53,7.97,32.85,62.39,813.38,45.6,99.84,326107474.09,938.47,2.77,0.00295
212,Cotton,Black,Kharif,Drip,93,29,44,6.52,31.23,50.51,582.88,36.35,0.59,5595222.94,772.64,1.99,0.00258
213,Sugarcane,Clay,Zaid,Drip,144,67,65,7.66,26.03,85.37,748.65,88.68,51.87,656490282.11,1612.51,78.84,0.04889
214,Maize,Black,Kharif,Furrow,83,60,48,6.45,29.92,70.52,621.58,59.49,7.91,63105817.56,642.14,4.42,0.00688
215,Wheat,Clay,Rabi,Flood,106,37,45,6.35,10.96,63.03,125.29,41.41,38.88,553818792.62,530.24,4.58,0.00864
216,Millet,Loamy,Kharif,Sprinkler,88,30,29,6.42,29.56,48.38,245.32,22.61,4.22,59645014.81,355.72,1.69,0.00475
217,Sugarcane,Loamy,Kharif,Flood,134,80,77,6.04,25.49,68.55,895.11,68.24,1.79,16773942.31,1617.68,66.45,0.04108
218,Groundnut,Sandy,Rabi,Rainfed,46,44,45,5.54,31.41,52.71,394.4,34.4,6.18,22281894.93,712.55,2.9,0.00407
219,Millet,Red,Kharif,Drip,42,46,48,6.34,29.22,62.59,194.77,44.93,151.84,1457306009.4,395.11,2.93,0.00742
220,Cotton,Loamy,Kharif,Sprinkler,111,31,56,7.28,27.39,49.65,622.06,60.63,99.95,451081449.97,734.23,3.03,0.00413
221,Rice,Loamy,Kharif,Furrow,116,37,41,6.39,29.88,79.13,1297.28,77.83,8.84,74232961.57,1643.96,4.43,0.00269
222,Maize,Loamy,Rabi,Sprinkler,113,33,67,5.82,31.84,56.67,707.44,45.06,3.38,48912546.49,822.13,5.67,0.0069
223,Tomato,Alluvial,Rabi,Drip,59,38,79,5.72,28.96,65.54,334.55,39.71,817.54,3073557174.72,678.95,55.0,0.08101
224,Maize,Alluvial,Kharif,Furrow,76,39,68,6.25,23.4,67.22,391.66,54.07,9.32,118775008.72,624.15,5.43,0.0087
225,Cotton,Black,Kharif,Drip,100,33,66,7.73,29.59,53.35,549.75,53.19,0.79,3558338.98,967.68,2.65,0.00274
226,Groundnut,Sandy,Kharif,Rainfed,61,58,67,6.03,27.49,64.08,515.51,49.65,8.33,46320500.55,547.42,3.26,0.00596
227,Tomato,Laterite,Rabi,Furrow,54,38,60,6.38,19.33,52.39,500.33,43.79,72.84,827593984.57,472.94,65.8,0.13913
228,Maize,Loamy,Kharif,Sprinkler,75,50,43,6.13,24.72,72.27,537.12,57.12,8.62,62278279.54,645.52,6.79,0.01052
229,Maize,Black,Kharif,Drip,93,32,45,6.12,31.82,71.18,608.89,40.15,3.92,47271486.74,807.55,4.89,0.00606
230,Millet,Red,Kharif,Drip,75,22,64,6.42,32.07,62.15,224.6,42.16,65.31,667261738.7,330.11,1.92,0.00582
231,Cotton,Black,Kharif,Drip,109,33,55,7.12,27.19,52.33,941.4,46.22,1.98,16049341.99,1021.07,1.53,0.0015
232,Millet,Loamy,Kharif,Sprinkler,62,49,23,6.95,34.56,61.74,251.25,35.27,2.38,25564597.33,266.65,3.04,0.0114
233,Sugarcane,Loamy,Zaid,Flood,144,64,69,6.37,28.35,81.4,1527.18,86.24,518.95,1839431457.29,1524.57,68.9,0.04519
234,Sugarcane,Loamy,Kharif,Drip,133,51,59,7.72,24.74,93.78,1384.75,79.23,6.53,92865205.93,1484.26,65.6,0.0442
235,Cotton,Alluvial,Kharif,Drip,68,40,66,7.24,27.32,63.97,579.75,55.2,1.79,11886742.47,809.62,2.46,0.00304
236,Rice,Clay,Kharif,Drip,91,59,41,6.2,25.29,87.22,1543.95,72.8,0.62,7447917.19,1521.59,5.02,0.0033
237,Groundnut,Red,Rabi,Drip,27,27,65,6.14,25.03,54.33,698.61,31.91,74.05,355247534.66,625.19,1.33,0.00213
238,Cotton,Loamy,Kharif,Sprinkler,61,49,45,6.07,23.61,54.95,535.12,36.71,9.83,42093446.32,1055.96,2.61,0.00247
239,Tomato,Alluvial,Zaid,Furrow,54,59,43,5.64,20.26,52.3,441.65,64.6,98.61,296053810.96,580.11,68.79,0.11858
240,Cotton,Black,Kharif,Drip,75,53,30,6.92,34.12,52.72,745.76,40.21,7.32,31411843.79,1160.48,2.16,0.00186
241,Wheat,Clay,Rabi,Sprinkler,71,51,31,6.83,20.5,59.44,127.61,46.65,9.33,130939447.05,610.61,5.69,0.00932
242,Cotton,Loamy,Kharif,Furrow,96,46,77,6.72,21.05,46.88,554.74,37.86,81.16,351459499.09,919.42,2.61,0.00284
243,Wheat,Loamy,Rabi,Furrow,81,51,30,6.42,14.96,48.23,212.37,52.8,8.12,40076025.18,587.41,4.8,0.00817
244,Wheat,Clay,Rabi,Drip,89,36,48,6.17,17.77,43.0,82.85,33.98,3.68,50519520.48,546.95,4.73,0.00865
245,Cotton,Black,Kharif,Furrow,115,57,45,6.05,28.79,55.37,900.95,61.38,597.71,5147594440.96,834.75,1.64,0.00196
246,Wheat,Loamy,Rabi,Sprinkler,109,33,34,6.46,18.48,41.29,65.86,50.88,3.52,17106271.51,535.42,5.26,0.00982
247,Wheat,Clay,Rabi,Drip,118,41,35,7.44,18.92,59.25,191.99,51.12,5.43,20719359.18,512.6,5.06,0.00987
248,Millet,Sandy,Kharif,Rainfed,32,16,32,5.69,27.1,52.36,338.54,30.53,7.26,62759593.39,341.99,2.15,0.00629
249,Millet,Loamy,Kharif,Rainfed,30,49,37,6.49,30.27,30.93,432.75,27.98,746.82,2444766399.4,280.25,1.49,0.00532
250,Millet,Red,Kharif,Rainfed,66,26,23,7.37,35.31,49.11,334.99,27.3,1.04,2762053.58,327.75,2.2,0.00671
251,Cotton,Alluvial,Kharif,Furrow,106,54,37,7.13,32.86,57.2,924.39,50.19,347.47,1922699371.32,761.86,2.08,0.00273
252,Maize,Alluvial,Kharif,Drip,81,42,43,7.04,23.51,65.62,470.07,64.65,5.13,63838053.52,678.43,5.62,0.00828
253,Tomato,Red,Zaid,Sprinkler,97,48,60,5.55,19.39,51.16,331.58,49.86,6.84,44294484.58,574.61,45.15,0.07858
254,Groundnut,Loamy,Kharif,Drip,37,46,69,6.03,25.3,67.35,576.59,34.05,13.27,60242176.8,586.39,2.56,0.00437
255,Cotton,Loamy,Kharif,Sprinkler,80,50,30,7.81,27.37,73.63,643.37,60.99,2.19,20503274.57,900.35,3.65,0.00405
256,Groundnut,Laterite,Rabi,Rainfed,45,30,42,5.74,28.99,74.35,359.92,52.21,6.98,23455191.99,542.11,2.6,0.0048
257,Rice,Alluvial,Kharif,Drip,106,53,52,6.64,32.13,82.9,851.71,75.18,1.51,4801459.76,1560.28,3.97,0.00254
258,Rice,Loamy,Kharif,Flood,117,43,50,6.52,24.57,91.26,1460.77,70.27,1.71,6120938.04,1370.09,5.03,0.00367
259,Cotton,Alluvial,Kharif,Drip,99,62,51,7.04,28.81,74.54,623.95,37.28,3.36,33442055.2,658.57,2.15,0.00326
260,Groundnut,Sandy,Kharif,Sprinkler,60,31,32,6.12,30.79,58.42,587.68,52.7,72.27,181571567.21,575.37,1.48,0.00257
261,Maize,Black,Rabi,Sprinkler,130,52,62,7.11,30.83,50.61,695.92,53.53,7.56,77463029.81,833.77,4.22,0.00506
262,Rice,Alluvial,Kharif,Drip,109,46,63,6.07,28.47,83.81,1009.5,76.58,91.81,877125433.21,1736.55,5.32,0.00306
263,Millet,Loamy,Zaid,Rainfed,50,40,23,6.63,32.7,56.24,352.92,38.65,5.97,78801202.22,246.16,2.65,0.01077
264,Wheat,Alluvial,Rabi,Furrow,67,50,63,7.08,21.37,51.76,220.84,42.42,6.52,62519413.29,630.82,4.17,0.00661
265,Millet,Red,Zaid,Drip,79,37,51,6.06,35.55,54.75,446.38,44.28,1.89,22807020.34,367.4,2.42,0.00659
266,Sugarcane,Loamy,Kharif,Drip,133,79,101,6.69,29.08,77.97,797.73,64.61,0.68,5724540.92,1533.34,60.56,0.0395
267,Cotton,Alluvial,Kharif,Furrow,100,37,70,6.3,29.29,49.63,651.79,61.66,30.27,253871515.39,888.03,2.65,0.00298
268,Tomato,Red,Rabi,Drip,110,41,45,6.78,28.36,66.6,337.61,50.58,9.27,82771752.72,580.3,60.82,0.10481
269,Sugarcane,Black,Zaid,Drip,132,63,54,6.33,35.63,89.37,1474.66,74.49,7.67,48613602.44,1694.11,62.5,0.03689
270,Wheat,Clay,Rabi,Drip,79,51,45,7.23,13.85,62.36,64.74,52.97,7.28,91064880.59,582.01,3.81,0.00655
271,Rice,Clay,Kharif,Flood,109,61,63,5.88,32.04,78.2,1405.99,62.6,882.51,12700200832.03,1830.0,4.1,0.00224
272,Cotton,Black,Kharif,Drip,70,35,36,6.9,24.08,73.07,502.0,39.3,2.41,15891301.36,854.25,2.28,0.00267
273,Rice,Loamy,Kharif,Furrow,134,67,56,6.4,27.66,73.99,920.58,88.93,4.62,50152616.21,1746.34,5.18,0.00297
274,Sugarcane,Black,Kharif,Furrow,152,49,91,7.16,24.66,68.19,1568.63,77.97,8.26,103719375.15,1728.61,69.08,0.03996
275,Groundnut,Sandy,Kharif,Drip,54,34,62,6.89,23.76,51.3,614.56,40.5,8.62,44198249.39,482.45,2.03,0.00421
276,Groundnut,Sandy,Kharif,Rainfed,34,52,44,5.64,23.59,60.43,657.81,31.72,71.15,551244017.74,446.05,1.73,0.00388
277,Tomato,Red,Kharif,Furrow,70,40,89,6.36,22.32,68.32,318.5,45.38,38.98,232984572.83,522.92,34.83,0.06661
278,Rice,Loamy,Kharif,Drip,125,35,41,6.05,28.87,74.61,694.56,70.44,3.94,39413459.11,1269.7,3.39,0.00267
279,Sugarcane,Alluvial,Zaid,Flood,128,50,95,6.76,26.19,66.42,722.3,72.9,6.91,30499044.96,1614.18,63.63,0.03942
280,Maize,Black,Rabi,Rainfed,84,54,63,6.83,30.41,72.75,796.12,62.63,75.72,1073977675.18,751.03,4.33,0.00577
281,Maize,Alluvial,Kharif,Furrow,108,50,51,6.99,25.18,74.59,699.68,68.86,94.27,911503537.29,727.45,5.44,0.00748
282,Cotton,Alluvial,Kharif,Furrow,114,31,67,6.36,31.15,68.87,720.61,41.34,55.97,641569748.63,731.23,2.2,0.00301
283,Maize,Black,Rabi,Sprinkler,122,61,61,6.08,21.02,65.35,525.37,62.54,2.76,38910752.61,547.56,4.23,0.00773
284,Maize,Loamy,Kharif,Drip,130,47,43,5.92,22.98,51.75,695.01,55.38,9.41,103590429.11,812.04,5.93,0.0073
285,Cotton,Loamy,Kharif,Furrow,83,57,48,7.35,22.1,67.74,980.92,37.55,303.57,4279799018.8,810.29,2.95,0.00364
286,Sugarcane,Clay,Kharif,Furrow,127,45,106,7.26,25.1,74.74,720.96,64.61,6.56,50453075.93,2231.65,60.0,0.02689
287,Maize,Red,Rabi,Furrow,70,39,38,6.24,22.14,50.6,378.72,59.98,61.1,583559851.7,555.17,3.37,0.00607
288,Tomato,Red,Zaid,Sprinkler,93,52,55,6.14,21.36,70.57,536.38,58.06,0.5,4656143.37,546.16,41.35,0.07571
289,Maize,Black,Kharif,Drip,89,58,68,6.67,25.71,68.63,506.87,54.11,0.59,3561974.11,722.53,6.39,0.00884
290,Millet,Red,Zaid,Rainfed,82,38,43,6.72,35.55,47.79,369.7,37.64,4.36,30887498.89,323.61,2.3,0.00711
291,Millet,Loamy,Kharif,Drip,66,24,30,7.11,29.81,54.72,174.43,31.75,9.5,90701950.39,300.85,1.91,0.00635
292,Cotton,Loamy,Kharif,Furrow,61,50,64,6.62,23.85,48.35,559.94,64.97,9.54,73766395.47,713.97,2.74,0.00384
293,Millet,Loamy,Zaid,Drip,61,47,41,6.43,35.72,31.38,446.07,41.23,1.6,14317188.76,437.48,2.34,0.00535
294,Sugarcane,Alluvial,Zaid,Drip,155,83,87,6.56,27.6,69.0,873.08,64.3,3.87,48999296.19,2251.33,90.49,0.04019
295,Cotton,Alluvial,Kharif,Drip,87,47,65,6.92,27.64,70.96,693.19,46.88,5.54,43662284.98,907.18,2.2,0.00243
296,Wheat,Clay,Rabi,Sprinkler,112,61,37,7.38,13.11,56.8,157.32,54.86,578.29,5133525821.89,532.24,2.84,0.00534
297,Maize,Black,Rabi,Drip,106,47,32,6.28,27.79,64.93,346.61,42.19,6.16,83292395.59,565.42,4.0,0.00707
298,Cotton,Black,Kharif,Drip,56,60,74,6.45,26.96,73.77,972.18,56.45,9.89,37829558.14,991.03,2.21,0.00223
299,Wheat,Clay,Rabi,Sprinkler,79,49,35,7.04,14.11,50.35,68.07,44.94,1.6,6899650.66,629.6,4.24,0.00673
300,Cotton,Loamy,Kharif,Drip,63,48,33,6.25,21.77,49.18,746.74,54.55,5.9,42190782.85,777.29,1.65,0.00212
301,Millet,Loamy,Kharif,Rainfed,43,19,41,7.48,35.96,64.29,276.93,22.02,1.13,7622732.3,334.36,1.66,0.00496
302,Maize,Black,Rabi,Drip,109,55,40,6.99,22.89,66.15,392.07,54.86,6.2,28858460.06,554.19,6.18,0.01115
303,Groundnut,Laterite,Kharif,Rainfed,26,40,55,6.43,24.51,61.32,380.71,51.64,9.04,129598828.9,584.75,2.38,0.00407
304,Maize,Black,Rabi,Drip,112,53,54,7.07,26.13,60.65,620.19,56.38,3.27,23660189.52,771.63,6.74,0.00873
305,Tomato,Red,Rabi,Sprinkler,76,56,78,5.7,29.1,64.42,303.92,42.24,95.46,891556152.8,603.62,47.69,0.07901
306,Wheat,Alluvial,Rabi,Furrow,99,59,42,6.44,24.3,51.85,210.02,59.0,5.94,73443796.46,519.88,3.3,0.00635
307,Cotton,Alluvial,Kharif,Drip,102,53,71,6.2,26.5,64.41,709.83,40.24,6.56,29211781.66,892.36,2.71,0.00304
308,Rice,Clay,Kharif,Flood,90,48,47,6.45,27.1,83.5,1523.22,76.18,1.95,23517315.62,1225.53,5.2,0.00424
309,Groundnut,Sandy,Kharif,Sprinkler,45,31,36,6.05,27.91,65.54,590.36,57.16,5.69,78764905.15,474.42,1.63,0.00344
310,Tomato,Alluvial,Zaid,Sprinkler,93,37,77,6.87,24.22,59.65,531.1,58.12,5.98,38719341.72,634.41,52.77,0.08318
311,Sugarcane,Black,Zaid,Furrow,139,83,83,7.6,27.39,94.9,837.31,75.56,91.78,948564926.9,2021.81,69.01,0.03413
312,Maize,Alluvial,Kharif,Drip,101,35,50,5.83,26.04,75.68,654.64,63.87,3.95,22475939.42,608.33,3.95,0.00649
313,Groundnut,Red,Rabi,Drip,29,49,66,6.21,24.5,63.45,503.31,44.22,9.1,74042690.01,403.25,1.99,0.00493
314,Cotton,Alluvial,Kharif,Furrow,87,51,44,7.69,26.55,64.16,624.44,35.58,4.7,53276801.46,1043.37,3.66,0.00351
315,Wheat,Loamy,Rabi,Furrow,77,55,62,6.83,19.18,69.58,180.8,56.96,7.05,98594073.13,518.02,5.57,0.01075
316,Cotton,Loamy,Kharif,Sprinkler,57,62,36,5.95,27.91,47.42,861.84,51.57,5.29,71719836.43,793.17,2.0,0.00252
317,Tomato,Loamy,Rabi,Furrow,56,62,50,6.71,19.27,68.43,498.47,57.53,2.18,15169878.79,532.33,48.02,0.09021
318,Rice,Loamy,Kharif,Furrow,95,39,55,5.74,30.79,71.78,1575.89,80.54,3.48,18200892.99,1388.67,5.31,0.00382
319,Maize,Loamy,Kharif,Rainfed,113,51,66,6.58,23.07,79.29,316.38,61.97,1.88,25101638.42,549.7,4.69,0.00853
320,Cotton,Loamy,Kharif,Sprinkler,96,51,69,7.62,27.67,60.26,859.0,42.9,2.12,14316842.62,1014.71,1.96,0.00193
321,Maize,Red,Kharif,Furrow,81,46,51,6.98,20.85,50.91,532.58,68.69,35.48,392882148.69,751.53,5.34,0.00711
322,Tomato,Laterite,Kharif,Furrow,69,52,65,6.69,27.08,79.95,391.4,59.21,0.61,8057617.22,482.25,46.48,0.09638
323,Groundnut,Laterite,Rabi,Rainfed,57,59,30,6.1,28.16,53.24,663.81,34.69,644.27,2136377048.22,446.44,1.65,0.0037
324,Maize,Red,Rabi,Sprinkler,116,51,51,6.36,25.34,67.68,566.52,60.64,99.76,264632682.26,592.19,4.53,0.00765
325,Millet,Loamy,Zaid,Rainfed,63,21,35,7.38,31.9,48.21,389.41,26.46,9.36,123275200.48,412.97,2.2,0.00533
326,Rice,Loamy,Kharif,Flood,115,64,67,6.3,24.59,75.04,1150.96,61.76,92.83,1322502882.8,1241.36,3.89,0.00313
327,Cotton,Alluvial,Kharif,Sprinkler,112,44,31,5.95,21.26,45.75,755.64,59.35,5.77,67091665.65,786.07,3.51,0.00447
328,Maize,Red,Rabi,Drip,130,57,48,6.53,29.99,55.49,334.17,59.68,72.24,464039650.65,860.64,4.53,0.00526
329,Cotton,Loamy,Kharif,Furrow,102,54,42,6.99,30.23,74.36,872.35,38.54,1.64,9922119.23,833.48,1.8,0.00216
330,Millet,Sandy,Kharif,Drip,61,18,27,6.68,26.87,55.33,208.57,42.41,2.41,31390838.53,315.84,2.95,0.00934
331,Groundnut,Sandy,Kharif,Drip,48,35,53,6.72,27.82,55.03,616.1,45.57,4.5,53804017.56,466.09,1.8,0.00386
332,Sugarcane,Alluvial,Zaid,Furrow,145,71,98,7.34,22.27,73.19,1121.5,77.87,24.71,77923606.09,1783.87,94.79,0.05314
333,Millet,Sandy,Kharif,Rainfed,43,20,48,7.05,30.88,30.49,150.67,32.77,6.21,61495079.99,322.18,2.06,0.00639
334,Groundnut,Sandy,Kharif,Rainfed,33,45,36,5.9,22.3,57.7,665.68,54.94,8.32,51624298.83,444.2,1.74,0.00392
335,Groundnut,Red,Kharif,Drip,46,26,42,6.99,31.12,52.74,510.32,41.44,0.4,5868320.37,670.54,2.5,0.00373
336,Tomato,Alluvial,Zaid,Sprinkler,90,48,66,6.0,19.79,67.52,217.98,59.74,9.7,42596073.35,415.72,34.38,0.0827
337,Millet,Loamy,Zaid,Sprinkler,52,38,65,5.97,34.96,39.75,344.37,21.01,5.46,70194916.72,325.02,3.53,0.01086
338,Millet,Sandy,Kharif,Drip,58,46,49,7.08,27.66,60.26,234.06,39.4,5.34,79841494.45,378.97,1.79,0.00472
339,Wheat,Clay,Rabi,Furrow,60,39,30,6.72,17.41,65.69,204.11,30.57,4.71,35176286.68,450.17,3.94,0.00875
340,Millet,Loamy,Zaid,Rainfed,82,21,37,6.14,31.48,48.05,413.23,23.05,4.43,53336484.69,312.5,1.98,0.00634
341,Cotton,Alluvial,Kharif,Sprinkler,56,47,51,7.5,32.91,67.0,778.94,56.73,5.6,36198446.33,1032.36,2.9,0.00281
342,Sugarcane,Black,Kharif,Flood,124,63,80,6.16,31.33,90.97,827.29,70.98,544.12,3229876436.67,1805.62,89.32,0.04947
343,Rice,Alluvial,Kharif,Furrow,92,44,39,5.87,24.7,87.08,601.63,80.27,79.28,222463090.49,1512.7,4.62,0.00305
344,Wheat,Loamy,Rabi,Sprinkler,99,65,70,6.41,22.2,44.81,182.12,52.65,5.84,78573160.87,565.51,3.17,0.00561
345,Rice,Alluvial,Kharif,Drip,122,48,50,5.75,32.21,71.98,1089.23,62.26,86.49,942757997.77,1951.75,6.47,0.00331
346,Cotton,Alluvial,Kharif,Drip,55,45,51,7.22,33.37,52.06,748.37,56.89,9.78,46676939.12,964.85,2.25,0.00233
347,Maize,Alluvial,Rabi,Rainfed,70,44,48,7.09,31.84,69.55,649.96,49.65,1.24,16494149.49,829.46,4.27,0.00515
348,Rice,Loamy,Kharif,Furrow,121,60,51,5.92,26.87,73.4,1149.32,73.4,9.4,129203077.24,1614.72,4.22,0.00261
349,Cotton,Loamy,Kharif,Drip,94,36,73,6.53,23.73,52.95,636.47,48.42,6.56,44309829.81,709.68,2.87,0.00404
350,Maize,Alluvial,Rabi,Furrow,80,65,39,6.08,20.01,64.21,319.48,48.19,3.24,42298748.64,595.7,5.09,0.00854
351,Tomato,Loamy,Zaid,Drip,77,40,74,6.13,28.44,76.46,242.95,52.23,9.18,32483748.4,511.63,50.83,0.09935
352,Rice,Alluvial,Kharif,Flood,104,58,64,5.94,32.75,76.84,757.52,69.19,6.67,25960054.61,1379.59,3.24,0.00235
353,Cotton,Black,Kharif,Furrow,55,57,74,7.88,21.65,67.8,868.58,64.91,4.64,53858431.27,922.52,2.32,0.00251
354,Cotton,Black,Kharif,Furrow,67,42,67,7.68,26.6,65.06,700.11,49.35,97.98,664200303.9,840.79,2.52,0.003
355,Wheat,Clay,Rabi,Sprinkler,68,60,42,6.13,16.42,45.02,119.28,53.81,9.03,44449341.17,584.2,4.05,0.00693
356,Millet,Loamy,Kharif,Drip,66,17,43,5.8,29.91,49.01,230.2,35.31,33.34,254229883.19,365.61,2.15,0.00588
357,Wheat,Clay,Rabi,Flood,84,62,35,6.36,23.64,62.38,186.36,31.49,2.25,27538270.74,513.34,3.43,0.00668
358,Maize,Loamy,Kharif,Furrow,103,32,39,6.42,27.41,76.07,355.4,45.9,4.93,45903948.17,747.37,4.67,0.00625
359,Cotton,Black,Kharif,Furrow,120,41,33,7.85,28.02,60.11,960.98,50.22,6.66,34494257.63,927.57,2.91,0.00314
360,Rice,Loamy,Kharif,Flood,119,44,49,5.51,28.47,70.15,675.0,72.92,6.62,99105421.16,1461.89,5.56,0.0038
361,Maize,Black,Kharif,Rainfed,105,44,69,7.02,23.83,72.49,368.42,60.54,9.56,45583807.41,556.99,3.99,0.00716
362,Rice,Alluvial,Kharif,Furrow,107,52,59,6.49,28.37,75.22,646.06,73.88,46.77,371965622.31,1601.72,4.65,0.0029
363,Sugarcane,Alluvial,Zaid,Furrow,102,63,62,6.91,35.17,77.84,714.32,67.09,5.61,33284701.0,2402.43,70.94,0.02953
364,Millet,Sandy,Zaid,Rainfed,72,50,38,6.3,26.97,44.49,386.04,42.72,7.45,95597269.6,307.8,1.7,0.00552
365,Wheat,Loamy,Rabi,Flood,84,30,63,6.23,23.18,52.75,104.99,42.87,1.55,6521710.3,627.33,4.95,0.00789
366,Millet,Loamy,Zaid,Sprinkler,32,22,37,7.11,26.38,33.04,434.87,31.58,2.93,39782745.73,359.11,1.67,0.00465
367,Tomato,Red,Zaid,Sprinkler,97,70,73,5.67,21.52,57.14,377.01,54.06,5.93,55921352.66,534.88,43.52,0.08136
368,Maize,Black,Rabi,Rainfed,105,54,43,6.31,21.8,67.91,601.33,50.21,19.81,147048331.5,662.49,6.85,0.01034
369,Wheat,Alluvial,Rabi,Furrow,73,65,41,6.66,14.03,60.76,146.18,36.63,81.32,496552731.09,511.04,3.38,0.00661
370,Tomato,Laterite,Rabi,Drip,103,40,76,6.36,28.55,53.65,473.0,41.5,9.42,119504741.0,534.55,61.58,0.1152
371,Millet,Loamy,Zaid,Sprinkler,37,39,46,6.32,29.29,35.63,232.73,41.99,2.32,26583295.74,362.55,2.08,0.00574
372,Groundnut,Laterite,Rabi,Rainfed,59,56,58,6.84,24.51,65.78,403.81,40.91,8.61,85585088.48,394.21,3.27,0.0083
373,Cotton,Alluvial,Kharif,Drip,116,46,58,7.11,31.96,64.67,845.57,41.83,9.81,53548375.94,810.24,3.28,0.00405
374,Cotton,Loamy,Kharif,Drip,86,34,34,7.37,23.22,49.77,743.18,42.31,3.83,11066584.44,822.16,2.87,0.00349
375,Maize,Loamy,Rabi,Drip,104,52,63,6.24,30.47,67.47,505.99,53.95,92.26,488902337.22,805.12,4.67,0.0058
376,Sugarcane,Clay,Kharif,Furrow,101,51,68,6.6,30.86,70.69,1527.46,63.09,41.98,222254766.92,2239.82,58.56,0.02614
377,Sugarcane,Clay,Zaid,Flood,158,61,110,7.11,25.05,84.89,1390.18,65.0,7.79,87820732.53,1996.25,69.76,0.03495
378,Maize,Red,Kharif,Sprinkler,84,52,51,6.09,28.71,55.91,445.63,55.2,9.21,124232936.07,810.61,5.61,0.00692
379,Groundnut,Loamy,Rabi,Rainfed,39,47,45,6.24,25.22,64.8,358.94,30.22,5.34,26577929.58,535.55,2.82,0.00527
380,Sugarcane,Clay,Kharif,Flood,103,65,103,7.37,25.37,69.52,984.61,71.94,8.34,123040502.19,1673.78,67.74,0.04047
381,Tomato,Alluvial,Kharif,Sprinkler,104,52,64,5.68,27.8,58.24,419.71,51.49,1.85,11609935.37,475.26,39.07,0.08221
382,Maize,Black,Kharif,Drip,126,40,51,6.67,24.29,58.29,551.59,48.83,9.85,84707065.3,574.38,4.57,0.00796
383,Millet,Loamy,Kharif,Sprinkler,36,27,62,5.85,31.39,44.58,165.47,43.33,47.47,291032834.69,448.53,2.21,0.00493
384,Rice,Loamy,Kharif,Drip,126,65,47,5.97,33.95,83.89,1289.38,79.3,60.69,169021837.82,1448.94,4.9,0.00338
385,Cotton,Loamy,Kharif,Furrow,108,33,52,6.16,25.03,60.3,918.34,40.15,94.24,1326889345.05,718.95,2.64,0.00367
386,Sugarcane,Black,Zaid,Furrow,144,83,53,6.91,30.72,74.21,1088.49,76.63,2.3,33826674.72,2536.54,80.96,0.03192
387,Rice,Clay,Kharif,Drip,136,41,58,6.12,32.75,82.5,655.39,61.2,65.93,427695815.49,1606.97,5.23,0.00325
